Title,Slug,Collection ID,Locale ID,Item ID,Archived,Draft,Created On,Updated On,Published On,Overview,Location,# of spots,Image,Style,Duration,Author,Author Pic,Min read,Cost,City Name,Hotels,Restaurants,Attractions,Itineraries,City Blogs,Main Title
Trip to Palmerston North,trip-to-palmerston-north,673711ffbff242dabe21fc14,6613f5a399757c17cec4c186,689573e29a3846b2e87ccad6,false,false,Fri Aug 08 2025 03:49:54 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 04:21:21 GMT+0000 (Coordinated Universal Time),Thu Aug 14 2025 02:06:31 GMT+0000 (Coordinated Universal Time),"Palmerston North blends urban charm with New Zealand's natural beauty. Home to Victoria Esplanade's gardens, vibrant cafes, and cultural venues. Our AI Travel Agent suggests affordable hotels near Massey University. Perfect for nature walks, local art scenes, and authentic Kiwi experiences in North Island's heart. #NZMustSee","Palmerston North, New Zealand",6,https://cdn.prod.website-files.com/6613f5a399757c17cec4c187/689573e29a3846b2e87ccad1_83f97f6f-dadf-4804-a11d-fdd4fb8fb827_result6bceda0af652cb46.jpeg,Art & Cultural Deep Dive,12 min read,Daryl Anthony ,https://cdn.prod.website-files.com/6613f5a399757c17cec4c187/68296114451b9201ef465da7_1743504508869.jpeg,12 min read,$$$$,Palmerston North,hiwinui-country-estate-palmerston-north; quest-palmerston-north; aubyn-court-spa-motel-palmerston-north,global-kitchen-palmy; nero-restaurant; little-savanna,te-manawa-museum; the-victoria-esplanade; new-zealand-rugby-museum,3-days-in-palmerston-north,top-10-attractions-you-can-t-miss-when-visiting-palmerston-north; a-foodies-guide-to-discovering-the-culinary-scene-in-palmerston-north; the-best-outdoor-adventures-in-palmerston-north-for-nature-lovers-booked-ai,Exploring Palmerston North: A Memorable Journey
Trip to Feilding,trip-to-feilding,673711ffbff242dabe21fc14,6613f5a399757c17cec4c186,68957bfcb6df8836e8219371,false,false,Fri Aug 08 2025 04:24:28 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 05:44:44 GMT+0000 (Coordinated Universal Time),Thu Aug 14 2025 02:06:31 GMT+0000 (Coordinated Universal Time),"Feilding charms visitors with its Edwardian architecture and New Zealand's only daily livestock sale. This rural gem, just 20 minutes from Palmerston North, boasts Friday farmers' markets, cozy hotels, and scenic countryside views. Our AI travel tools highlight local B&Bs and farm stays for authentic Kiwi experiences. #NZMustSee","Feilding, New Zealand",6,https://cdn.prod.website-files.com/6613f5a399757c17cec4c187/68957bfcb6df8836e8219327_965b8de1-6101-455b-b19f-bfa2b56171a0_resultfa432e239bc5cd2b.jpeg,Relax & Unwind,12 min read,Mennan Yelkenci,https://cdn.prod.website-files.com/6613f5a399757c17cec4c187/67e9817de127e02f2e7f9e5a_1716422602790.jpeg,12 min read,$$$$,Feilding,hiwinui-country-estate-bunnythorpe; south-street-west-motel-feilding; feilding-hotel-feilding,the-farmers-son; the-strong-room; global-street-food-feilding,coach-house-museum; victoria-park; highfield-hill-lookout,3-days-in-feilding,exploring-feilding-top-must-see-attractions-and-hidden-gems; the-ultimate-guide-to-feildings-best-hotels-and-accommodations; discover-feilding-a-foodies-paradise-with-top-dining-destinations,Exploring the Charms of Feilding
Trip to Levin,trip-to-levin,673711ffbff242dabe21fc14,6613f5a399757c17cec4c186,68959379703f268b22049575,false,false,Fri Aug 08 2025 06:04:41 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 07:21:29 GMT+0000 (Coordinated Universal Time),Thu Aug 14 2025 02:06:31 GMT+0000 (Coordinated Universal Time),"Levin, a charming town in New Zealand's Horowhenua District, offers affordable accommodations and a laid-back Kiwi lifestyle. Its central location between Wellington and Palmerston North makes it perfect for our AI travel planning. Local cafes, gardens, and nearby beaches create an authentic New Zealand experience.","Levin, New Zealand",6,https://cdn.prod.website-files.com/6613f5a399757c17cec4c187/68959378703f268b2204956a_dd398261-a159-46a2-ac03-822306b829f5_resulteeff2b627eeffa0d.jpeg,Urban Discovery,12 min read,Onur Y,https://cdn.prod.website-files.com/6613f5a399757c17cec4c187/68293645cd17adcf9c084cd0_1642416117472.jpeg,12 min read,$$$$,Levin,zacharys-motel-levin; welcome-inn-motel-levin; annandale-manor-levin,firebird; taper-eatery; somtum-thai-restaurant-levin,levin-adventure-park; kimberley-reserve; waiopehu-bush-reserve,3-days-in-levin,top-10-must-do-activities-in-levin-new-zealand-booked-ai; the-ultimate-guide-to-dining-in-levin-local-flavors-you-cant-miss-booked-ai; exploring-levin-a-perfect-weekend-itinerary-for-nature-lovers-booked-ai,Exploring Levin: A Memorable Journey
Trip to Masterton,trip-to-masterton,673711ffbff242dabe21fc14,6613f5a399757c17cec4c186,6895a31062e93d68c9b35fc5,false,false,Fri Aug 08 2025 07:11:12 GMT+0000 (Coordinated Universal Time),Mon Aug 11 2025 04:39:15 GMT+0000 (Coordinated Universal Time),Thu Aug 14 2025 02:06:31 GMT+0000 (Coordinated Universal Time),"Masterton, New Zealand's largest Wairarapa town, blends rural charm with urban comfort. Just 1.5 hours from Wellington, it offers affordable hotels and local wineries. Our AI travel agent highlights its Victorian architecture, Queen Elizabeth Park, and the vibrant weekend farmers' market.","Masterton, New Zealand",6,https://cdn.prod.website-files.com/6613f5a399757c17cec4c187/6895a31062e93d68c9b35fbe_d862c544-3342-49fd-9049-415d5230fb96_result877ca6fa65df2837.jpeg,Art & Cultural Deep Dive,12 min read,Damien D,https://cdn.prod.website-files.com/6613f5a399757c17cec4c187/68292df6f72f162a6f094f21_1709535536814.jpeg,12 min read,$$$$,Masterton,copthorne-hotel-resort-solway-park-wairarapa; ranginui-retreat-luxury-accommodation-wairarapa-masterton,the-good-spot-eatery; into-bar-eatery; lone-star-masterton,queen-elizabeth-park; henley-lake-park; aratoi-wairarapa-museum-of-art-and-history,3-days-in-masterton,top-10-hidden-gems-to-explore-in-masterton-new-zealand; a-culinary-journey-through-masterton-best-places-to-eat-and-drink; outdoor-adventures-in-masterton-hiking-biking-and-more,Exploring the Charms of Masterton
Trip to Carterton,trip-to-carterton,673711ffbff242dabe21fc14,6613f5a399757c17cec4c186,6895be2d16fabc23c10540f6,false,false,Fri Aug 08 2025 09:06:53 GMT+0000 (Coordinated Universal Time),Mon Aug 11 2025 04:38:55 GMT+0000 (Coordinated Universal Time),Thu Aug 14 2025 02:06:31 GMT+0000 (Coordinated Universal Time),"Carterton, nestled in New Zealand's Wairarapa region, offers charming countryside views and local wineries. Our Trip Planner App highlights boutique hotels and B&Bs at reasonable rates. Just an hour from Wellington, this peaceful town features Victorian architecture, artisan shops, and the stunning Tararua Mountains as its backdrop.","Carterton, New Zealand",6,https://cdn.prod.website-files.com/6613f5a399757c17cec4c187/6895be2d16fabc23c10540d6_8c7b8b71-3c85-4135-847b-908270e52ffe_result74a7600eb968d696.jpeg,Art & Cultural Deep Dive,12 min read,Astha A,,12 min read,$$$$,Carterton,the-martinborough-hotel-martinborough; parehua-resort-martinborough,balter-bar-kitchen; hop-vine; aunt-gingers-kitchen,fensham-reserve; star-safari; fensham-reserve-bush,3-days-in-carterton,exploring-the-hidden-gems-of-carterton-new-zealand-a-travel-guide; top-10-must-visit-attractions-in-carterton-for-first-time-visitors; a-foodies-guide-to-carterton-best-cafes-and-restaurants-to-experience,Exploring Carterton: A Memorable Journey
Trip to Russell,trip-to-russell,673711ffbff242dabe21fc14,6613f5a399757c17cec4c186,6895c9f1a203ac143603868a,false,false,Fri Aug 08 2025 09:57:05 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 10:45:02 GMT+0000 (Coordinated Universal Time),Thu Aug 14 2025 02:06:31 GMT+0000 (Coordinated Universal Time),"Russell, a charming coastal town in New Zealand's Bay of Islands, blends colonial history with marine adventures. Once a bustling whaling port, it now offers waterfront hotels, pristine beaches, and seaside dining. Let our Trip Planner App guide you through this walkable town's historic sites and dolphin-watching spots.","Russell, New Zealand",6,https://cdn.prod.website-files.com/6613f5a399757c17cec4c187/6895c9f1a203ac1436038685_7440aefb-166e-41a7-8476-65f45eca8bad_result37d709fbf60d4ceb.jpeg,Relax & Unwind,12 min read,Daryl Anthony ,https://cdn.prod.website-files.com/6613f5a399757c17cec4c187/68296114451b9201ef465da7_1743504508869.jpeg,12 min read,$$$$,Russell,eagles-nest-russell; seascape-bay-of-islands-russell; little-donkey-bay-russell,the-gables-osteria-enoteca; seaside; duke-of-marlborough-hotel,russell-museum; flagstaff-hill-historic-reserve; cruise-to-the-hole-in-the-rock,3-days-in-russell,top-10-must-visit-attractions-in-russell-new-zealand; a-foodies-guide-to-the-best-eateries-in-russell-nz; exploring-the-beaches-of-russell-a-relaxation-guide,Exploring the Charms of Russell
Trip to Dargaville,trip-to-dargaville,673711ffbff242dabe21fc14,6613f5a399757c17cec4c186,6895d646b86185d596081155,false,false,Fri Aug 08 2025 10:49:42 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:18:38 GMT+0000 (Coordinated Universal Time),Thu Aug 14 2025 02:06:31 GMT+0000 (Coordinated Universal Time),"Dargaville, nestled along New Zealand's Kaipara Harbour, offers budget-friendly accommodation and authentic Kiwi charm. Home to ancient kauri forests and stunning beaches, this North Island gem connects visitors to Maori heritage. Our AI Travel Agent can help you find local stays near the Kaipara Maritime Museum and Dargaville Museum.","Dargaville, New Zealand",6,https://cdn.prod.website-files.com/6613f5a399757c17cec4c187/6895d646b86185d59608114a_169d690b-9adc-475a-b1c9-d1ef28cc092f_result39897bc963e871bb.jpeg,Nature's Wonder,12 min read,Mennan Yelkenci,https://cdn.prod.website-files.com/6613f5a399757c17cec4c187/67e9817de127e02f2e7f9e5a_1716422602790.jpeg,12 min read,$$$$,Dargaville,pheasant-lodge-dargaville; te-arai-lodge; kauri-house-lodge-dargaville,merkabah-cafe-restaurant; spice-lounge-dargaville; sixty8-cafe,dargaville-museum; dargaville-rail-tours; harding-park,3-days-in-dargaville,exploring-the-hidden-gems-of-dargaville-local-experiences-you-cant-miss; outdoor-adventures-in-dargaville-top-activities-for-nature-lovers; cultural-insights-understanding-the-maori-heritage-in-dargaville,Exploring the Charms of Dargaville
Trip to Matamata,trip-to-matamata,673711ffbff242dabe21fc14,6613f5a399757c17cec4c186,6895ebd31fb809d8672847de,false,false,Fri Aug 08 2025 12:21:39 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 13:16:29 GMT+0000 (Coordinated Universal Time),Thu Aug 14 2025 02:06:31 GMT+0000 (Coordinated Universal Time),"Matamata, a charming rural town in New Zealand's Waikato region, captivates visitors with the iconic Hobbiton Movie Set. Our AI travel agent highlights local cafes, rolling hills, and authentic Kiwi farm experiences. The town offers affordable accommodation and serves as a perfect base for North Island adventures.","Matamata, New Zealand",6,https://cdn.prod.website-files.com/6613f5a399757c17cec4c187/6895ebd31fb809d8672847d9_74bbd979-5d3f-4252-8f05-535833ff796a_resultc17596ed25093e19.jpeg,Discovery,12 min read,Onur Y,https://cdn.prod.website-files.com/6613f5a399757c17cec4c187/68293645cd17adcf9c084cd0_1642416117472.jpeg,12 min read,$$$$,Matamata,matamata-lodge; villa-walton; okoroire-hot-springs-hotel,osteria-matamata; redoubt-bar-eatery; sofra-restaurant,hobbiton-movie-set-tours; firth-tower-reserve-and-museum; water-mill,3-days-in-matamata,top-10-must-visit-spots-in-matamata-for-lord-of-the-rings-fans; best-accommodations-in-matamata-from-rustic-stays-to-luxury-retreats; exploring-matamata-a-travel-guide-to-new-zealands-picturesque-countryside,Exploring the Magic of Matamata
Trip to Kununurra,trip-to-kununurra,673711ffbff242dabe21fc14,6613f5a399757c17cec4c186,6895f9321c8b8b87612eccfb,false,false,Fri Aug 08 2025 13:18:42 GMT+0000 (Coordinated Universal Time),Sat Aug 09 2025 04:19:32 GMT+0000 (Coordinated Universal Time),Thu Aug 14 2025 02:06:31 GMT+0000 (Coordinated Universal Time),"Kununurra enchants with its rugged Kimberley landscapes, stunning lakes, and rich Aboriginal culture. This remote Western Australian gem offers waterfall hikes, scenic flights, and outback adventures. Our AI travel agent finds the best stays near Lake Argyle and Mirima National Park. Budget-conscious travelers welcome. #WA #Outback","Kununurra, Australia",6,https://cdn.prod.website-files.com/6613f5a399757c17cec4c187/6895f9321c8b8b87612eccf1_d91c847f-0d36-4134-9e91-4bc1d0c6a032_result05ffd9b68af4158f.jpeg,Relax & Unwind,12 min read,Damien D,https://cdn.prod.website-files.com/6613f5a399757c17cec4c187/68292df6f72f162a6f094f21_1709535536814.jpeg,12 min read,$$$$,Kununurra,the-kimberley-grande-resort-kununurra; freshwater-east-kimberley-apartments-kununurra-accommodation; best-western-cambridge-hotel-kununurra,pumphouse-kununurra; gourmet-camp-oven-experience; blak-tapas-cafe-catering,thethebeleng-elephant-rock; ivanhoe-crossing; ord-river-kununurra-western-australia,3-days-in-kununurra,top-10-must-see-attractions-in-kununurra-australia; the-ultimate-guide-to-outdoor-adventures-in-kununurra; where-to-stay-best-hotels-and-unique-accommodations-in-kununurra,Exploring the Wonders of Kununurra
Trip to Kalgoorlie,trip-to-kalgoorlie,673711ffbff242dabe21fc14,6613f5a399757c17cec4c186,6896cd0a16fe49c3c5501123,false,false,Sat Aug 09 2025 04:22:34 GMT+0000 (Coordinated Universal Time),Sun Aug 10 2025 10:44:05 GMT+0000 (Coordinated Universal Time),Thu Aug 14 2025 02:06:31 GMT+0000 (Coordinated Universal Time),"Kalgoorlie captivates visitors with Australia's largest open-pit gold mine, the Super Pit. This historic outback city offers affordable hotels and authentic bush pubs. Our AI Travel guidance highlights local museums, architectural heritage, and the remarkable Hannans North Tourist Mine. Perfect for history buffs and outback adventurers.","Kalgoorlie, Australia",6,https://cdn.prod.website-files.com/6613f5a399757c17cec4c187/6896cd0916fe49c3c550111f_6743aa9e-defc-4479-9d7c-63812e0da954_result8c65445a6d95e1f9.jpeg,Art & Cultural Deep Dive,12 min read,Astha A,,12 min read,$$$$,Kalgoorlie,quest-yelverton-kalgoorlie; the-york-hotel-kalgoorlie; the-plaza-hotel-kalgoorlie,thecray-seafood-grill-restaurant-kalgoorlie; mamma-mia-trattoria; the-golden-spoon-indian-cuisine,museum-of-the-goldfields; hammond-park; hannans-north-tourist-mine,3-days-in-kalgoorlie,top-10-must-visit-attractions-in-kalgoorlie-australia; a-comprehensive-guide-to-the-best-restaurants-in-kalgoorlie; exploring-the-rich-mining-history-of-kalgoorlie-historical-sites-and-more,Exploring the Gems of Kalgoorlie
Trip to Geraldton,trip-to-geraldton,673711ffbff242dabe21fc14,6613f5a399757c17cec4c186,689890d46a1b085030f89935,false,false,Sun Aug 10 2025 12:30:12 GMT+0000 (Coordinated Universal Time),Sun Aug 10 2025 13:09:00 GMT+0000 (Coordinated Universal Time),Thu Aug 14 2025 02:06:31 GMT+0000 (Coordinated Universal Time),"Geraldton charms visitors with its pristine beaches, laid-back coastal vibes, and rich maritime history. Our AI travel agent suggests this budget-friendly Western Australian gem for its perfect year-round weather, abundant wildflowers, and incredible water activities. Local hotels offer great value near the stunning foreshore, HMAS Sydney II Memorial, and vibrant cafe scene.","Geraldton, Australia",6,https://cdn.prod.website-files.com/6613f5a399757c17cec4c187/689890d46a1b085030f898f5_1cc68a13-3394-43f3-91c8-6cb1b4fc70ed_result577a68b72ca80fdd.jpeg,Relax & Unwind,12 min read,Daryl Anthony ,https://cdn.prod.website-files.com/6613f5a399757c17cec4c187/68296114451b9201ef465da7_1743504508869.jpeg,12 min read,$$$$,Geraldton,the-gerald-apartment-hotel-geraldton; mantra-geraldton; ocean-centre-hotel-geraldton,batavia-brewing; skeetas-restaurant-bar-cafe; salt-dish,the-esplanade; hmas-sydney-ii-memorial; museum-of-geraldton,3-days-in-geraldton,exploring-geraldton-a-complete-travel-guide; top-10-beaches-to-visit-in-geraldton-australia; a-weekend-itinerary-for-your-geraldton-adventure,Exploring the Charm of Geraldton
Trip to Kerikeri,trip-to-kerikeri,673711ffbff242dabe21fc14,6613f5a399757c17cec4c186,68989a9fd43f53e9af441ad1,false,false,Sun Aug 10 2025 13:11:59 GMT+0000 (Coordinated Universal Time),Mon Aug 11 2025 00:58:08 GMT+0000 (Coordinated Universal Time),Thu Aug 14 2025 02:06:31 GMT+0000 (Coordinated Universal Time),"Kerikeri, nestled in New Zealand's Bay of Islands, blends history and natural beauty. Stone Store, NZ's oldest building, stands proudly near waterfalls and orchards. Our AI travel tools highlight charming hotels and B&Bs under $150/night. Perfect base for wine tasting and coastal adventures.","Kerikeri, New Zealand",6,https://cdn.prod.website-files.com/6613f5a399757c17cec4c187/68989a9fd43f53e9af441acb_50bf6684-cc91-4e25-bb15-56e969b5104e_result7624c5bf5da889b6.jpeg,Art & Cultural Deep Dive,12 min read,Mennan Yelkenci,https://cdn.prod.website-files.com/6613f5a399757c17cec4c187/67e9817de127e02f2e7f9e5a_1716422602790.jpeg,12 min read,$$$$,Kerikeri,rosewood-kauri-cliffs-kerikeri; moon-gate-villa-boutique-accommodation-kerikeri; eagles-nest,plough-feather; the-black-olive; kai-mata-restaurant,rainbow-falls-waianiwaniwa; kerikeri-basin-lookout; kerikeri-mission-station,3-days-in-kerikeri,the-ultimate-guide-to-exploring-kerikeri-top-attractions-and-hidden-gems; a-foodies-tour-of-kerikeri-where-to-eat-and-drink-in-2023; adventure-awaits-outdoor-activities-and-day-trips-from-kerikeri,Exploring the Charm of Kerikeri
Trip to Paihia,trip-to-paihia,673711ffbff242dabe21fc14,6613f5a399757c17cec4c186,6898b9b17dbcda1b8cd751a8,false,false,Sun Aug 10 2025 15:24:33 GMT+0000 (Coordinated Universal Time),Mon Aug 11 2025 02:15:58 GMT+0000 (Coordinated Universal Time),Thu Aug 14 2025 02:06:31 GMT+0000 (Coordinated Universal Time),"Paihia, nestled in New Zealand's Bay of Islands, offers pristine beaches and rich Maori culture. Our AI travel agent highlights its affordable hotels and prime location for water activities. Watch dolphins, visit historic Waitangi Treaty Grounds, or sail to nearby Russell. Perfect year-round with mild weather.","Paihia, New Zealand",6,https://cdn.prod.website-files.com/6613f5a399757c17cec4c187/6898b9b17dbcda1b8cd751a3_38544a73-e858-49d9-a477-960cea70d073_result4bfd4cb8b74726ee.jpeg,Paradise,12 min read,Onur Y,https://cdn.prod.website-files.com/6613f5a399757c17cec4c187/68293645cd17adcf9c084cd0_1642416117472.jpeg,12 min read,$$$$,Paihia,paihia-beach-resort-spa; eagles-nest-russell-b7184; the-waterfront-suites-paihia,the-blue-door-paihia; bad-habits; tipsy-oyster,paihia-wharf; cruise-to-the-hole-in-the-rock-c9b11; haruru-falls,3-days-in-paihia,discover-the-hidden-gems-of-paihia-must-visit-spots-for-every-traveler; experience-paihia-like-a-local-activities-beyond-the-tourist-trail; paihia-travel-tips-how-to-make-the-most-of-your-new-zealand-adventure,Exploring the Charm of Paihia
